"COUNTRY","Country","VARIABLE","Variable","YEAR","Year","Value","Flag Codes","Flags"
"MNE","Montenegro, Republic of","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",154.7,,
"MNE","Montenegro, Republic of","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",138.2,,
"MNE","Montenegro, Republic of","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",198.1,,
"MNE","Montenegro, Republic of","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",181.5,,
"MNE","Montenegro, Republic of","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",161.7,,
"MNE","Montenegro, Republic of","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",153.4,,
"MNE","Montenegro, Republic of","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",93.5,,
"MNE","Montenegro, Republic of","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",74.1,,
"MNE","Montenegro, Republic of","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",119.1,,
"MNE","Montenegro, Republic of","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",104.5,,
"IND","India","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",75.7,,
"IND","India","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",76.3,,
"IND","India","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",78.6,,
"IND","India","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",78.6,,
"IND","India","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",83.4,,
"IND","India","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",84.3,,
"IND","India","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",92.5,,
"IND","India","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",98.7,,
"IND","India","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",102,,
"IND","India","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",105.6,,
"IND","India","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",111.6,,
"IND","India","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",116.7,,
"IND","India","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",111.8,,
"IND","India","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",109.9,,
"IND","India","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",110.2,,
"LVA","Latvia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",248.4,,
"LVA","Latvia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",221.2,,
"LVA","Latvia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",224.2,,
"LVA","Latvia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",215.5,,
"LVA","Latvia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",228,,
"LVA","Latvia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",197.4,,
"LVA","Latvia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",183.5,,
"LVA","Latvia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",190.4,,
"LVA","Latvia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",145.1,,
"LVA","Latvia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",118.6,,
"LVA","Latvia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",103.9,,
"LVA","Latvia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",86.9,,
"LVA","Latvia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",87,,
"LVA","Latvia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",88.9,,
"LVA","Latvia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",106.5,,
"CZE","Czech Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",144.9,,
"CZE","Czech Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",130.6,,
"CZE","Czech Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",140.3,,
"CZE","Czech Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",141.9,,
"CZE","Czech Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",135.5,,
"CZE","Czech Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",125.9,,
"CZE","Czech Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",103.8,,
"CZE","Czech Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",118.7,,
"CZE","Czech Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",103.6,,
"CZE","Czech Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",86.3,,
"CZE","Czech Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",76.6,,
"CZE","Czech Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",73.6,,
"CZE","Czech Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",70.6,,
"CZE","Czech Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",62.2,,
"CZE","Czech Republic","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",65.5,,
"RUS","Russian Federation","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",201.9,,
"RUS","Russian Federation","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",211.8,,
"RUS","Russian Federation","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",228.8,,
"RUS","Russian Federation","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",246.1,,
"RUS","Russian Federation","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",239.5,,
"RUS","Russian Federation","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",236.6,,
"RUS","Russian Federation","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",228.8,,
"RUS","Russian Federation","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",233.2,,
"RUS","Russian Federation","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",209.7,,
"RUS","Russian Federation","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",193.7,,
"RUS","Russian Federation","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",186,,
"RUS","Russian Federation","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",195.5,,
"RUS","Russian Federation","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",195.5,,
"RUS","Russian Federation","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",188.3,,
"RUS","Russian Federation","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",208.3,,
"AZE","Azerbaijan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",74.1,,
"AZE","Azerbaijan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",68.9,,
"AZE","Azerbaijan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",78.6,,
"AZE","Azerbaijan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",87.9,,
"AZE","Azerbaijan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",97.6,,
"AZE","Azerbaijan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",126.9,,
"AZE","Azerbaijan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",121,,
"AZE","Azerbaijan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",129,,
"AZE","Azerbaijan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",120,,
"AZE","Azerbaijan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",103.9,,
"AZE","Azerbaijan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",102.2,,
"AZE","Azerbaijan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",110.8,,
"AZE","Azerbaijan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",125.6,,
"AZE","Azerbaijan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",123.6,,
"MEX","Mexico","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",50.3,,
"MEX","Mexico","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",48.9,,
"MEX","Mexico","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",45.6,,
"MEX","Mexico","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",43,,
"MEX","Mexico","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",42.1,,
"MEX","Mexico","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",42.5,,
"MEX","Mexico","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",43.8,,
"MEX","Mexico","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",47.5,,
"MEX","Mexico","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",46.8,,
"MEX","Mexico","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",41.8,,
"MEX","Mexico","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",42.7,,
"MEX","Mexico","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",36.9,,
"MEX","Mexico","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",37.6,,
"MEX","Mexico","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",,"L","Missing value; data exist but were not collected"
"DEU","Germany","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",91.3,,
"DEU","Germany","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",84.7,,
"DEU","Germany","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",82.9,,
"DEU","Germany","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",80.1,,
"DEU","Germany","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",70.8,,
"DEU","Germany","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",65,,
"DEU","Germany","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",61.8,,
"DEU","Germany","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",60.2,,
"DEU","Germany","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",54.5,,
"DEU","Germany","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",50.7,,
"DEU","Germany","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",44.6,,
"DEU","Germany","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",49,,
"DEU","Germany","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",44.8,,
"DEU","Germany","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",41.4,,
"DEU","Germany","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",41.7,,
"CAN","Canada","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",94.4,,
"CAN","Canada","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",88.7,,
"CAN","Canada","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",93.1,,
"CAN","Canada","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",87.7,,
"CAN","Canada","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",85.5,,
"CAN","Canada","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",89.7,,
"CAN","Canada","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",88.1,,
"CAN","Canada","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",83.7,,
"CAN","Canada","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",73.1,,
"CAN","Canada","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",65.9,,
"CAN","Canada","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",65.8,,
"CAN","Canada","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",58.9,,
"CAN","Canada","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",59.7,,
"CAN","Canada","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",54.7,,
"CAN","Canada","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",,"L","Missing value; data exist but were not collected"
"UKR","Ukraine","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",105.4,,
"UKR","Ukraine","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",122.9,,
"UKR","Ukraine","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",124.1,,
"UKR","Ukraine","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",149.5,,
"UKR","Ukraine","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",146.8,,
"UKR","Ukraine","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",153.5,,
"UKR","Ukraine","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",162.3,,
"UKR","Ukraine","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",205.9,,
"UKR","Ukraine","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",166.8,,
"UKR","Ukraine","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",116.1,,
"UKR","Ukraine","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",106.3,,
"UKR","Ukraine","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",107.4,,
"UKR","Ukraine","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",112.5,,
"UKR","Ukraine","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",106,"P","Provisional value"
"NOR","Norway","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",75.9,,
"NOR","Norway","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",60.9,,
"NOR","Norway","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",68.3,,
"NOR","Norway","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",61.3,,
"NOR","Norway","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",56,,
"NOR","Norway","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",48.5,,
"NOR","Norway","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",51.9,,
"NOR","Norway","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",49.5,,
"NOR","Norway","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",53.5,,
"NOR","Norway","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",43.9,,
"NOR","Norway","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",42.5,,
"NOR","Norway","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",33.9,,
"NOR","Norway","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",28.9,,
"NOR","Norway","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",36.8,,
"NOR","Norway","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",28.6,,
"USA","United States","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",148.7,,
"USA","United States","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",148.1,,
"USA","United States","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",149.5,,
"USA","United States","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",147.8,,
"USA","United States","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",146.3,,
"USA","United States","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",147.2,,
"USA","United States","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",143.1,,
"USA","United States","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",137,,
"USA","United States","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",123.1,,
"USA","United States","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",110.5,,
"USA","United States","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",106.7,,
"USA","United States","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",104.2,,
"USA","United States","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",106.8,,
"USA","United States","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",103.4,,
"USA","United States","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",102.5,"E","Estimated value"
"DNK","Denmark","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",93.3,,
"DNK","Denmark","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",80.4,,
"DNK","Denmark","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",86.1,,
"DNK","Denmark","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",80.1,,
"DNK","Denmark","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",68.3,,
"DNK","Denmark","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",61.1,,
"DNK","Denmark","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",56.3,,
"DNK","Denmark","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",74.3,,
"DNK","Denmark","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",73.9,,
"DNK","Denmark","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",54.9,,
"DNK","Denmark","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",46,,
"DNK","Denmark","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",39.5,,
"DNK","Denmark","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",29.9,,
"DNK","Denmark","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",34,,
"DNK","Denmark","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",,"L","Missing value; data exist but were not collected"
"JPN","Japan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",82.1,,
"JPN","Japan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",79.2,,
"JPN","Japan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",75.7,,
"JPN","Japan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",70,,
"JPN","Japan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",67,,
"JPN","Japan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",62.5,,
"JPN","Japan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",57.3,,
"JPN","Japan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",52.2,,
"JPN","Japan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",47.4,,
"JPN","Japan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",45.5,,
"JPN","Japan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",45.3,,
"JPN","Japan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",43.1,,
"JPN","Japan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",41.1,,
"JPN","Japan","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",40.5,,
"PRT","Portugal","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",180.5,,
"PRT","Portugal","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",161.3,,
"PRT","Portugal","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",160.8,,
"PRT","Portugal","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",147.8,,
"PRT","Portugal","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",123.4,,
"PRT","Portugal","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",118.7,,
"PRT","Portugal","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",92.1,,
"PRT","Portugal","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",92.4,,
"PRT","Portugal","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",83.8,,
"PRT","Portugal","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",69.7,,
"PRT","Portugal","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",88.6,,
"PRT","Portugal","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",84.4,,
"PRT","Portugal","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",68.3,,
"PRT","Portugal","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",60.9,,
"PRT","Portugal","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",61.4,,
"AUS","Australia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",94.9,,
"AUS","Australia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",89.5,,
"AUS","Australia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",87.3,,
"AUS","Australia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",81.5,,
"AUS","Australia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",78.6,,
"AUS","Australia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",79.8,,
"AUS","Australia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",77.2,,
"AUS","Australia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",77,,
"AUS","Australia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",67.6,,
"AUS","Australia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",68.7,,
"AUS","Australia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",61.4,,
"AUS","Australia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",57.2,,
"AUS","Australia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",57.2,,
"AUS","Australia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",51.3,,
"AUS","Australia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",49.1,,
"FIN","Finland","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",76.5,,
"FIN","Finland","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",83.5,,
"FIN","Finland","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",79.8,,
"FIN","Finland","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",72.7,,
"FIN","Finland","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",71.7,,
"FIN","Finland","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",72.2,,
"FIN","Finland","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",63.8,,
"FIN","Finland","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",71.9,,
"FIN","Finland","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",64.7,,
"FIN","Finland","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",52.3,,
"FIN","Finland","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",50.7,,
"FIN","Finland","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",54.2,,
"FIN","Finland","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",47.1,,
"FIN","Finland","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",47.4,,
"FIN","Finland","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",41,,
"LUX","Luxembourg","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",174.2,,
"LUX","Luxembourg","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",158.5,,
"LUX","Luxembourg","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",139,,
"LUX","Luxembourg","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",117.4,,
"LUX","Luxembourg","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",109.1,,
"LUX","Luxembourg","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",101,,
"LUX","Luxembourg","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",91,,
"LUX","Luxembourg","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",95.8,,
"LUX","Luxembourg","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",71.6,,
"LUX","Luxembourg","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",96.4,,
"LUX","Luxembourg","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",63.1,,
"LUX","Luxembourg","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",63.7,"E","Estimated value"
"LUX","Luxembourg","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",64,"E","Estimated value"
"LUX","Luxembourg","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",82.8,"P","Provisional value"
"SVN","Slovenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2000","2000",157.4,,
"SVN","Slovenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2001","2001",139.6,,
"SVN","Slovenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2002","2002",134.4,,
"SVN","Slovenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2003","2003",121.3,,
"SVN","Slovenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2004","2004",137.2,,
"SVN","Slovenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2005","2005",129,,
"SVN","Slovenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2006","2006",130.6,,
