"ï»_LOCATION""",INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
LTU,ROADACCID,DEATH,NBR,A,1995,671,
LTU,ROADACCID,DEATH,NBR,A,1996,667,
LTU,ROADACCID,DEATH,NBR,A,1997,726,
LTU,ROADACCID,DEATH,NBR,A,1998,829,
LTU,ROADACCID,DEATH,NBR,A,1999,748,
LTU,ROADACCID,DEATH,NBR,A,2000,641,
LTU,ROADACCID,DEATH,NBR,A,2001,706,
LTU,ROADACCID,DEATH,NBR,A,2002,697,
LTU,ROADACCID,DEATH,NBR,A,2003,709,
LTU,ROADACCID,DEATH,NBR,A,2004,752,
LTU,ROADACCID,DEATH,NBR,A,2005,773,
LTU,ROADACCID,DEATH,NBR,A,2006,760,
LTU,ROADACCID,DEATH,NBR,A,2007,740,
LTU,ROADACCID,DEATH,NBR,A,2008,499,
LTU,ROADACCID,DEATH,NBR,A,2009,370,
LTU,ROADACCID,DEATH,NBR,A,2010,299,
LTU,ROADACCID,DEATH,NBR,A,2011,296,
LTU,ROADACCID,DEATH,NBR,A,2012,302,
LTU,ROADACCID,DEATH,NBR,A,2013,256,
LTU,ROADACCID,DEATH,NBR,A,2014,267,
NLD,ROADACCID,DEATH,NBR,A,1970,3180,
NLD,ROADACCID,DEATH,NBR,A,1971,3170,
NLD,ROADACCID,DEATH,NBR,A,1972,3260,
NLD,ROADACCID,DEATH,NBR,A,1973,3090,
NLD,ROADACCID,DEATH,NBR,A,1974,2550,
NLD,ROADACCID,DEATH,NBR,A,1975,2321,
NLD,ROADACCID,DEATH,NBR,A,1976,2430,
NLD,ROADACCID,DEATH,NBR,A,1977,2580,
NLD,ROADACCID,DEATH,NBR,A,1978,2290,
NLD,ROADACCID,DEATH,NBR,A,1979,1980,
NLD,ROADACCID,DEATH,NBR,A,1980,1997,
NLD,ROADACCID,DEATH,NBR,A,1981,1807,
NLD,ROADACCID,DEATH,NBR,A,1982,1710,
NLD,ROADACCID,DEATH,NBR,A,1983,1756,
NLD,ROADACCID,DEATH,NBR,A,1984,1615,
NLD,ROADACCID,DEATH,NBR,A,1985,1438,
NLD,ROADACCID,DEATH,NBR,A,1986,1529,
NLD,ROADACCID,DEATH,NBR,A,1987,1485,
NLD,ROADACCID,DEATH,NBR,A,1988,1366,
NLD,ROADACCID,DEATH,NBR,A,1989,1456,
NLD,ROADACCID,DEATH,NBR,A,1990,1376,
NLD,ROADACCID,DEATH,NBR,A,1991,1281,
NLD,ROADACCID,DEATH,NBR,A,1992,1285,
NLD,ROADACCID,DEATH,NBR,A,1993,1252,
NLD,ROADACCID,DEATH,NBR,A,1994,1298,
NLD,ROADACCID,DEATH,NBR,A,1995,1334,
NLD,ROADACCID,DEATH,NBR,A,1996,1251,B
NLD,ROADACCID,DEATH,NBR,A,1997,1235,
NLD,ROADACCID,DEATH,NBR,A,1998,1149,
NLD,ROADACCID,DEATH,NBR,A,1999,1186,
NLD,ROADACCID,DEATH,NBR,A,2000,1166,
NLD,ROADACCID,DEATH,NBR,A,2001,1083,
NLD,ROADACCID,DEATH,NBR,A,2002,1066,
NLD,ROADACCID,DEATH,NBR,A,2003,1088,
NLD,ROADACCID,DEATH,NBR,A,2004,881,
NLD,ROADACCID,DEATH,NBR,A,2005,817,
NLD,ROADACCID,DEATH,NBR,A,2006,811,
NLD,ROADACCID,DEATH,NBR,A,2007,791,
NLD,ROADACCID,DEATH,NBR,A,2008,750,
NLD,ROADACCID,DEATH,NBR,A,2009,720,
NLD,ROADACCID,DEATH,NBR,A,2010,640,
NLD,ROADACCID,DEATH,NBR,A,2011,661,
NLD,ROADACCID,DEATH,NBR,A,2012,650,
NLD,ROADACCID,DEATH,NBR,A,2013,570,
NLD,ROADACCID,DEATH,NBR,A,2014,570,
ESP,ROADACCID,DEATH,NBR,A,1970,4200,
ESP,ROADACCID,DEATH,NBR,A,1971,4200,
ESP,ROADACCID,DEATH,NBR,A,1972,4500,
ESP,ROADACCID,DEATH,NBR,A,1973,4800,
ESP,ROADACCID,DEATH,NBR,A,1974,4300,
ESP,ROADACCID,DEATH,NBR,A,1975,4487,
ESP,ROADACCID,DEATH,NBR,A,1976,4800,
ESP,ROADACCID,DEATH,NBR,A,1977,4800,
ESP,ROADACCID,DEATH,NBR,A,1978,5300,
ESP,ROADACCID,DEATH,NBR,A,1979,5100,
ESP,ROADACCID,DEATH,NBR,A,1980,5017,
ESP,ROADACCID,DEATH,NBR,A,1981,4930,
ESP,ROADACCID,DEATH,NBR,A,1982,4486,
ESP,ROADACCID,DEATH,NBR,A,1983,4666,
ESP,ROADACCID,DEATH,NBR,A,1984,4827,
ESP,ROADACCID,DEATH,NBR,A,1985,4903,
ESP,ROADACCID,DEATH,NBR,A,1986,5419,
ESP,ROADACCID,DEATH,NBR,A,1987,5862,
ESP,ROADACCID,DEATH,NBR,A,1988,6348,
ESP,ROADACCID,DEATH,NBR,A,1989,7188,
ESP,ROADACCID,DEATH,NBR,A,1990,6948,
ESP,ROADACCID,DEATH,NBR,A,1991,6797,
ESP,ROADACCID,DEATH,NBR,A,1992,6014,
ESP,ROADACCID,DEATH,NBR,A,1993,6378,
ESP,ROADACCID,DEATH,NBR,A,1994,5615,
ESP,ROADACCID,DEATH,NBR,A,1995,5751,
ESP,ROADACCID,DEATH,NBR,A,1996,5483,
ESP,ROADACCID,DEATH,NBR,A,1997,5604,
ESP,ROADACCID,DEATH,NBR,A,1998,5957,
ESP,ROADACCID,DEATH,NBR,A,1999,5738,
ESP,ROADACCID,DEATH,NBR,A,2000,5776,
ESP,ROADACCID,DEATH,NBR,A,2001,5517,
ESP,ROADACCID,DEATH,NBR,A,2002,5347,
ESP,ROADACCID,DEATH,NBR,A,2003,5399,
ESP,ROADACCID,DEATH,NBR,A,2004,4741,
ESP,ROADACCID,DEATH,NBR,A,2005,3857,
ESP,ROADACCID,DEATH,NBR,A,2006,4104,
ESP,ROADACCID,DEATH,NBR,A,2007,3823,
ESP,ROADACCID,DEATH,NBR,A,2008,3100,
ESP,ROADACCID,DEATH,NBR,A,2009,2714,
ESP,ROADACCID,DEATH,NBR,A,2010,2478,
ESP,ROADACCID,DEATH,NBR,A,2011,2060,
ESP,ROADACCID,DEATH,NBR,A,2012,1903,
ESP,ROADACCID,DEATH,NBR,A,2013,1680,
ESP,ROADACCID,DEATH,NBR,A,2014,1688,
GBR,ROADACCID,DEATH,NBR,A,1970,7771,
GBR,ROADACCID,DEATH,NBR,A,1971,8003,
GBR,ROADACCID,DEATH,NBR,A,1972,8135,
GBR,ROADACCID,DEATH,NBR,A,1973,7741,
GBR,ROADACCID,DEATH,NBR,A,1974,7199,
GBR,ROADACCID,DEATH,NBR,A,1975,6679,
GBR,ROADACCID,DEATH,NBR,A,1976,6870,
GBR,ROADACCID,DEATH,NBR,A,1977,6969,
GBR,ROADACCID,DEATH,NBR,A,1978,7119,
GBR,ROADACCID,DEATH,NBR,A,1979,6645,
GBR,ROADACCID,DEATH,NBR,A,1980,6239,
GBR,ROADACCID,DEATH,NBR,A,1981,6069,
GBR,ROADACCID,DEATH,NBR,A,1982,6150,
GBR,ROADACCID,DEATH,NBR,A,1983,5618,
GBR,ROADACCID,DEATH,NBR,A,1984,5788,
GBR,ROADACCID,DEATH,NBR,A,1985,5342,
GBR,ROADACCID,DEATH,NBR,A,1986,5618,
GBR,ROADACCID,DEATH,NBR,A,1987,5339,
GBR,ROADACCID,DEATH,NBR,A,1988,5230,
GBR,ROADACCID,DEATH,NBR,A,1989,5554,
GBR,ROADACCID,DEATH,NBR,A,1990,5402,
GBR,ROADACCID,DEATH,NBR,A,1991,4753,
GBR,ROADACCID,DEATH,NBR,A,1992,4379,
GBR,ROADACCID,DEATH,NBR,A,1993,3957,
GBR,ROADACCID,DEATH,NBR,A,1994,3807,
GBR,ROADACCID,DEATH,NBR,A,1995,3765,
GBR,ROADACCID,DEATH,NBR,A,1996,3740,
GBR,ROADACCID,DEATH,NBR,A,1997,3743,
GBR,ROADACCID,DEATH,NBR,A,1998,3581,
GBR,ROADACCID,DEATH,NBR,A,1999,3564,
GBR,ROADACCID,DEATH,NBR,A,2000,3580,
GBR,ROADACCID,DEATH,NBR,A,2001,3598,
GBR,ROADACCID,DEATH,NBR,A,2002,3581,
GBR,ROADACCID,DEATH,NBR,A,2003,3658,
GBR,ROADACCID,DEATH,NBR,A,2004,3368,
GBR,ROADACCID,DEATH,NBR,A,2005,3336,
GBR,ROADACCID,DEATH,NBR,A,2006,3298,
GBR,ROADACCID,DEATH,NBR,A,2007,3059,
GBR,ROADACCID,DEATH,NBR,A,2008,2645,
GBR,ROADACCID,DEATH,NBR,A,2009,2337,
GBR,ROADACCID,DEATH,NBR,A,2010,1905,
GBR,ROADACCID,DEATH,NBR,A,2011,1960,
GBR,ROADACCID,DEATH,NBR,A,2012,1802,
GBR,ROADACCID,DEATH,NBR,A,2013,1770,
GBR,ROADACCID,DEATH,NBR,A,2014,1854,
ALB,ROADACCID,DEATH,NBR,A,1970,,L
ALB,ROADACCID,DEATH,NBR,A,1971,,L
ALB,ROADACCID,DEATH,NBR,A,1972,,L
ALB,ROADACCID,DEATH,NBR,A,1973,,L
ALB,ROADACCID,DEATH,NBR,A,1974,,L
ALB,ROADACCID,DEATH,NBR,A,1975,,L
ALB,ROADACCID,DEATH,NBR,A,1976,,L
ALB,ROADACCID,DEATH,NBR,A,1977,,L
ALB,ROADACCID,DEATH,NBR,A,1978,,L
ALB,ROADACCID,DEATH,NBR,A,1979,,L
ALB,ROADACCID,DEATH,NBR,A,1980,,L
ALB,ROADACCID,DEATH,NBR,A,1981,,L
ALB,ROADACCID,DEATH,NBR,A,1982,,L
ALB,ROADACCID,DEATH,NBR,A,1983,,L
ALB,ROADACCID,DEATH,NBR,A,1984,,L
ALB,ROADACCID,DEATH,NBR,A,1985,,L
ALB,ROADACCID,DEATH,NBR,A,1986,,L
ALB,ROADACCID,DEATH,NBR,A,1987,,L
ALB,ROADACCID,DEATH,NBR,A,1988,,L
ALB,ROADACCID,DEATH,NBR,A,1989,,L
ALB,ROADACCID,DEATH,NBR,A,1990,,L
ALB,ROADACCID,DEATH,NBR,A,1991,,L
ALB,ROADACCID,DEATH,NBR,A,1992,,L
ALB,ROADACCID,DEATH,NBR,A,1993,,L
ALB,ROADACCID,DEATH,NBR,A,1994,421,
ALB,ROADACCID,DEATH,NBR,A,1995,306,
ALB,ROADACCID,DEATH,NBR,A,1996,256,
ALB,ROADACCID,DEATH,NBR,A,1997,266,
ALB,ROADACCID,DEATH,NBR,A,1998,308,
ALB,ROADACCID,DEATH,NBR,A,1999,274,
ALB,ROADACCID,DEATH,NBR,A,2000,280,
ALB,ROADACCID,DEATH,NBR,A,2001,297,
ALB,ROADACCID,DEATH,NBR,A,2002,250,
ALB,ROADACCID,DEATH,NBR,A,2003,260,
ALB,ROADACCID,DEATH,NBR,A,2004,315,
ALB,ROADACCID,DEATH,NBR,A,2005,308,
ALB,ROADACCID,DEATH,NBR,A,2006,277,
ALB,ROADACCID,DEATH,NBR,A,2007,384,
ALB,ROADACCID,DEATH,NBR,A,2008,303,
ALB,ROADACCID,DEATH,NBR,A,2009,378,
ALB,ROADACCID,DEATH,NBR,A,2010,353,
ALB,ROADACCID,DEATH,NBR,A,2011,322,
ALB,ROADACCID,DEATH,NBR,A,2012,334,
ALB,ROADACCID,DEATH,NBR,A,2013,593,
ROU,ROADACCID,DEATH,NBR,A,1970,1938,
ROU,ROADACCID,DEATH,NBR,A,1971,1807,
ROU,ROADACCID,DEATH,NBR,A,1972,2062,
ROU,ROADACCID,DEATH,NBR,A,1973,2033,
ROU,ROADACCID,DEATH,NBR,A,1974,1951,
ROU,ROADACCID,DEATH,NBR,A,1975,2156,
ROU,ROADACCID,DEATH,NBR,A,1976,2222,
ROU,ROADACCID,DEATH,NBR,A,1977,2278,
ROU,ROADACCID,DEATH,NBR,A,1978,2193,
ROU,ROADACCID,DEATH,NBR,A,1979,2047,
ROU,ROADACCID,DEATH,NBR,A,1980,1863,
ROU,ROADACCID,DEATH,NBR,A,1981,1751,
ROU,ROADACCID,DEATH,NBR,A,1982,1616,
ROU,ROADACCID,DEATH,NBR,A,1983,1522,
ROU,ROADACCID,DEATH,NBR,A,1984,1449,
ROU,ROADACCID,DEATH,NBR,A,1985,1340,
ROU,ROADACCID,DEATH,NBR,A,1986,1229,
ROU,ROADACCID,DEATH,NBR,A,1987,1188,
ROU,ROADACCID,DEATH,NBR,A,1988,1195,
ROU,ROADACCID,DEATH,NBR,A,1989,1106,
ROU,ROADACCID,DEATH,NBR,A,1990,3782,B
ROU,ROADACCID,DEATH,NBR,A,1991,3078,
ROU,ROADACCID,DEATH,NBR,A,1992,2816,
ROU,ROADACCID,DEATH,NBR,A,1993,2826,
ROU,ROADACCID,DEATH,NBR,A,1994,2877,
ROU,ROADACCID,DEATH,NBR,A,1995,2845,
ROU,ROADACCID,DEATH,NBR,A,1996,2845,
ROU,ROADACCID,DEATH,NBR,A,1997,2863,
ROU,ROADACCID,DEATH,NBR,A,1998,2778,
ROU,ROADACCID,DEATH,NBR,A,1999,2505,
ROU,ROADACCID,DEATH,NBR,A,2000,2499,
ROU,ROADACCID,DEATH,NBR,A,2001,2461,
ROU,ROADACCID,DEATH,NBR,A,2002,2398,
ROU,ROADACCID,DEATH,NBR,A,2003,2235,
ROU,ROADACCID,DEATH,NBR,A,2004,2418,
ROU,ROADACCID,DEATH,NBR,A,2005,2641,
ROU,ROADACCID,DEATH,NBR,A,2006,2587,
ROU,ROADACCID,DEATH,NBR,A,2007,2800,
ROU,ROADACCID,DEATH,NBR,A,2008,3065,
ROU,ROADACCID,DEATH,NBR,A,2009,2797,
ROU,ROADACCID,DEATH,NBR,A,2010,2377,
ROU,ROADACCID,DEATH,NBR,A,2011,2018,
ROU,ROADACCID,DEATH,NBR,A,2012,2042,
ROU,ROADACCID,DEATH,NBR,A,2013,1861,
ROU,ROADACCID,DEATH,NBR,A,2014,1818,
MLT,ROADACCID,DEATH,NBR,A,1999,12,
MLT,ROADACCID,DEATH,NBR,A,2000,15,
MLT,ROADACCID,DEATH,NBR,A,2001,16,
MLT,ROADACCID,DEATH,NBR,A,2002,16,
MLT,ROADACCID,DEATH,NBR,A,2003,17,
MLT,ROADACCID,DEATH,NBR,A,2004,13,
MLT,ROADACCID,DEATH,NBR,A,2005,16,
MLT,ROADACCID,DEATH,NBR,A,2006,10,
MLT,ROADACCID,DEATH,NBR,A,2007,14,
MLT,ROADACCID,DEATH,NBR,A,2008,15,
MLT,ROADACCID,DEATH,NBR,A,2009,21,
MLT,ROADACCID,DEATH,NBR,A,2010,15,
MLT,ROADACCID,DEATH,NBR,A,2011,17,
MLT,ROADACCID,DEATH,NBR,A,2012,9,
MLT,ROADACCID,DEATH,NBR,A,2013,18,
MLT,ROADACCID,DEATH,NBR,A,2014,10,
BEL,ROADACCID,DEATH,NBR,A,1970,2950,
BEL,ROADACCID,DEATH,NBR,A,1971,3070,
BEL,ROADACCID,DEATH,NBR,A,1972,3130,
BEL,ROADACCID,DEATH,NBR,A,1973,2920,
BEL,ROADACCID,DEATH,NBR,A,1974,2670,
BEL,ROADACCID,DEATH,NBR,A,1975,2346,
BEL,ROADACCID,DEATH,NBR,A,1976,2490,
BEL,ROADACCID,DEATH,NBR,A,1977,2520,
BEL,ROADACCID,DEATH,NBR,A,1978,2590,
BEL,ROADACCID,DEATH,NBR,A,1979,2330,
BEL,ROADACCID,DEATH,NBR,A,1980,2396,
BEL,ROADACCID,DEATH,NBR,A,1981,2216,
BEL,ROADACCID,DEATH,NBR,A,1982,2064,
BEL,ROADACCID,DEATH,NBR,A,1983,2090,
BEL,ROADACCID,DEATH,NBR,A,1984,1893,
BEL,ROADACCID,DEATH,NBR,A,1985,1801,
BEL,ROADACCID,DEATH,NBR,A,1986,1951,
BEL,ROADACCID,DEATH,NBR,A,1987,1922,
BEL,ROADACCID,DEATH,NBR,A,1988,1967,
BEL,ROADACCID,DEATH,NBR,A,1989,1993,
BEL,ROADACCID,DEATH,NBR,A,1990,1976,
BEL,ROADACCID,DEATH,NBR,A,1991,1874,
BEL,ROADACCID,DEATH,NBR,A,1992,1672,
BEL,ROADACCID,DEATH,NBR,A,1993,1660,
BEL,ROADACCID,DEATH,NBR,A,1994,1692,
BEL,ROADACCID,DEATH,NBR,A,1995,1505,
BEL,ROADACCID,DEATH,NBR,A,1996,1356,
BEL,ROADACCID,DEATH,NBR,A,1997,1364,
BEL,ROADACCID,DEATH,NBR,A,1998,1500,
BEL,ROADACCID,DEATH,NBR,A,1999,1397,
BEL,ROADACCID,DEATH,NBR,A,2000,1470,
BEL,ROADACCID,DEATH,NBR,A,2001,1486,
BEL,ROADACCID,DEATH,NBR,A,2002,1353,
BEL,ROADACCID,DEATH,NBR,A,2003,1216,
BEL,ROADACCID,DEATH,NBR,A,2004,1163,
BEL,ROADACCID,DEATH,NBR,A,2005,1089,
BEL,ROADACCID,DEATH,NBR,A,2006,1069,
BEL,ROADACCID,DEATH,NBR,A,2007,1067,
BEL,ROADACCID,DEATH,NBR,A,2008,944,
BEL,ROADACCID,DEATH,NBR,A,2009,943,
BEL,ROADACCID,DEATH,NBR,A,2010,841,
BEL,ROADACCID,DEATH,NBR,A,2011,862,
BEL,ROADACCID,DEATH,NBR,A,2012,770,
BEL,ROADACCID,DEATH,NBR,A,2013,724,
CHN,ROADACCID,DEATH,NBR,A,2004,107077,
CHN,ROADACCID,DEATH,NBR,A,2005,98738,
CHN,ROADACCID,DEATH,NBR,A,2006,89455,
CHN,ROADACCID,DEATH,NBR,A,2007,81649,
CHN,ROADACCID,DEATH,NBR,A,2008,73484,
CHN,ROADACCID,DEATH,NBR,A,2009,67759,
CHN,ROADACCID,DEATH,NBR,A,2010,65225,
CHN,ROADACCID,DEATH,NBR,A,2011,62387,
CHN,ROADACCID,DEATH,NBR,A,2012,59997,
CHN,ROADACCID,DEATH,NBR,A,2013,58316,
UKR,ROADACCID,DEATH,NBR,A,1970,5150,
UKR,ROADACCID,DEATH,NBR,A,1971,5630,
UKR,ROADACCID,DEATH,NBR,A,1972,5589,
UKR,ROADACCID,DEATH,NBR,A,1973,5832,
UKR,ROADACCID,DEATH,NBR,A,1974,2355,
UKR,ROADACCID,DEATH,NBR,A,1975,2551,
UKR,ROADACCID,DEATH,NBR,A,1976,6844,
UKR,ROADACCID,DEATH,NBR,A,1977,7103,
UKR,ROADACCID,DEATH,NBR,A,1978,7163,
UKR,ROADACCID,DEATH,NBR,A,1979,7288,
UKR,ROADACCID,DEATH,NBR,A,1980,7291,
UKR,ROADACCID,DEATH,NBR,A,1983,7141,
UKR,ROADACCID,DEATH,NBR,A,1984,6905,
UKR,ROADACCID,DEATH,NBR,A,1985,6266,
UKR,ROADACCID,DEATH,NBR,A,1986,6179,
UKR,ROADACCID,DEATH,NBR,A,1987,6177,
UKR,ROADACCID,DEATH,NBR,A,1988,7087,
UKR,ROADACCID,DEATH,NBR,A,1989,8854,
UKR,ROADACCID,DEATH,NBR,A,1990,9616,
UKR,ROADACCID,DEATH,NBR,A,1991,8975,
UKR,ROADACCID,DEATH,NBR,A,1992,8596,
UKR,ROADACCID,DEATH,NBR,A,1993,7462,
UKR,ROADACCID,DEATH,NBR,A,1994,7560,
UKR,ROADACCID,DEATH,NBR,A,1995,7530,
UKR,ROADACCID,DEATH,NBR,A,1996,6631,
UKR,ROADACCID,DEATH,NBR,A,1997,5988,
UKR,ROADACCID,DEATH,NBR,A,1998,5522,
UKR,ROADACCID,DEATH,NBR,A,1999,5269,
UKR,ROADACCID,DEATH,NBR,A,2000,5185,
UKR,ROADACCID,DEATH,NBR,A,2001,5984,
UKR,ROADACCID,DEATH,NBR,A,2002,5982,
UKR,ROADACCID,DEATH,NBR,A,2003,7149,
UKR,ROADACCID,DEATH,NBR,A,2004,6966,
UKR,ROADACCID,DEATH,NBR,A,2005,7229,
UKR,ROADACCID,DEATH,NBR,A,2006,7592,
UKR,ROADACCID,DEATH,NBR,A,2007,9574,
UKR,ROADACCID,DEATH,NBR,A,2008,7718,
UKR,ROADACCID,DEATH,NBR,A,2009,5348,
UKR,ROADACCID,DEATH,NBR,A,2010,4875,
UKR,ROADACCID,DEATH,NBR,A,2011,4908,
UKR,ROADACCID,DEATH,NBR,A,2012,5131,
UKR,ROADACCID,DEATH,NBR,A,2013,4824,P
LIE,ROADACCID,DEATH,NBR,A,1970,12,
LIE,ROADACCID,DEATH,NBR,A,1971,8,
LIE,ROADACCID,DEATH,NBR,A,1972,9,
LIE,ROADACCID,DEATH,NBR,A,1973,5,
LIE,ROADACCID,DEATH,NBR,A,1974,13,
LIE,ROADACCID,DEATH,NBR,A,1975,8,
LIE,ROADACCID,DEATH,NBR,A,1976,8,
LIE,ROADACCID,DEATH,NBR,A,1977,8,
LIE,ROADACCID,DEATH,NBR,A,1978,13,
LIE,ROADACCID,DEATH,NBR,A,1979,12,
LIE,ROADACCID,DEATH,NBR,A,1980,9,
LIE,ROADACCID,DEATH,NBR,A,1981,4,
LIE,ROADACCID,DEATH,NBR,A,1982,2,
LIE,ROADACCID,DEATH,NBR,A,1983,5,
LIE,ROADACCID,DEATH,NBR,A,1984,2,
LIE,ROADACCID,DEATH,NBR,A,1985,3,
LIE,ROADACCID,DEATH,NBR,A,1986,4,
LIE,ROADACCID,DEATH,NBR,A,1987,4,
LIE,ROADACCID,DEATH,NBR,A,1988,3,
LIE,ROADACCID,DEATH,NBR,A,1989,2,
LIE,ROADACCID,DEATH,NBR,A,1990,3,
LIE,ROADACCID,DEATH,NBR,A,1991,3,
LIE,ROADACCID,DEATH,NBR,A,1992,1,
LIE,ROADACCID,DEATH,NBR,A,1993,2,
LIE,ROADACCID,DEATH,NBR,A,1994,3,
LIE,ROADACCID,DEATH,NBR,A,1995,2,
LIE,ROADACCID,DEATH,NBR,A,1996,3,
LIE,ROADACCID,DEATH,NBR,A,1997,6,
LIE,ROADACCID,DEATH,NBR,A,1998,0,
LIE,ROADACCID,DEATH,NBR,A,1999,0,
LIE,ROADACCID,DEATH,NBR,A,2000,3,
LIE,ROADACCID,DEATH,NBR,A,2001,2,
LIE,ROADACCID,DEATH,NBR,A,2002,0,
LIE,ROADACCID,DEATH,NBR,A,2003,5,
LIE,ROADACCID,DEATH,NBR,A,2004,1,
LIE,ROADACCID,DEATH,NBR,A,2005,2,
LIE,ROADACCID,DEATH,NBR,A,2006,0,
LIE,ROADACCID,DEATH,NBR,A,2007,0,
LIE,ROADACCID,DEATH,NBR,A,2008,1,
LIE,ROADACCID,DEATH,NBR,A,2009,1,
LIE,ROADACCID,DEATH,NBR,A,2010,0,
LIE,ROADACCID,DEATH,NBR,A,2011,2,
LIE,ROADACCID,DEATH,NBR,A,2012,1,
LIE,ROADACCID,DEATH,NBR,A,2013,2,
LIE,ROADACCID,DEATH,NBR,A,2014,3,
CHE,ROADACCID,DEATH,NBR,A,1970,1694,
CHE,ROADACCID,DEATH,NBR,A,1971,1773,
CHE,ROADACCID,DEATH,NBR,A,1972,1722,
CHE,ROADACCID,DEATH,NBR,A,1973,1451,
CHE,ROADACCID,DEATH,NBR,A,1974,1372,
CHE,ROADACCID,DEATH,NBR,A,1975,1238,
CHE,ROADACCID,DEATH,NBR,A,1976,1188,
CHE,ROADACCID,DEATH,NBR,A,1977,1302,
CHE,ROADACCID,DEATH,NBR,A,1978,1268,
CHE,ROADACCID,DEATH,NBR,A,1979,1268,
CHE,ROADACCID,DEATH,NBR,A,1980,1246,
CHE,ROADACCID,DEATH,NBR,A,1981,1165,
CHE,ROADACCID,DEATH,NBR,A,1982,1192,
CHE,ROADACCID,DEATH,NBR,A,1983,1159,
CHE,ROADACCID,DEATH,NBR,A,1984,1101,
CHE,ROADACCID,DEATH,NBR,A,1985,908,
CHE,ROADACCID,DEATH,NBR,A,1986,1034,
CHE,ROADACCID,DEATH,NBR,A,1987,952,
CHE,ROADACCID,DEATH,NBR,A,1988,945,
CHE,ROADACCID,DEATH,NBR,A,1989,925,
CHE,ROADACCID,DEATH,NBR,A,1990,954,
CHE,ROADACCID,DEATH,NBR,A,1991,860,
CHE,ROADACCID,DEATH,NBR,A,1992,834,
CHE,ROADACCID,DEATH,NBR,A,1993,723,
CHE,ROADACCID,DEATH,NBR,A,1994,679,
CHE,ROADACCID,DEATH,NBR,A,1995,692,
CHE,ROADACCID,DEATH,NBR,A,1996,616,
CHE,ROADACCID,DEATH,NBR,A,1997,587,
CHE,ROADACCID,DEATH,NBR,A,1998,597,
CHE,ROADACCID,DEATH,NBR,A,1999,583,
CHE,ROADACCID,DEATH,NBR,A,2000,592,
CHE,ROADACCID,DEATH,NBR,A,2001,544,
CHE,ROADACCID,DEATH,NBR,A,2002,513,
CHE,ROADACCID,DEATH,NBR,A,2003,546,
CHE,ROADACCID,DEATH,NBR,A,2004,510,
CHE,ROADACCID,DEATH,NBR,A,2005,409,
CHE,ROADACCID,DEATH,NBR,A,2006,370,
CHE,ROADACCID,DEATH,NBR,A,2007,384,
CHE,ROADACCID,DEATH,NBR,A,2008,357,
CHE,ROADACCID,DEATH,NBR,A,2009,349,
CHE,ROADACCID,DEATH,NBR,A,2010,327,
CHE,ROADACCID,DEATH,NBR,A,2011,320,
CHE,ROADACCID,DEATH,NBR,A,2012,339,
CHE,ROADACCID,DEATH,NBR,A,2013,269,
CHE,ROADACCID,DEATH,NBR,A,2014,243,
LUX,ROADACCID,DEATH,NBR,A,1970,132,
LUX,ROADACCID,DEATH,NBR,A,1971,86,
LUX,ROADACCID,DEATH,NBR,A,1972,107,
LUX,ROADACCID,DEATH,NBR,A,1973,108,
LUX,ROADACCID,DEATH,NBR,A,1974,127,
LUX,ROADACCID,DEATH,NBR,A,1975,124,
LUX,ROADACCID,DEATH,NBR,A,1976,100,
LUX,ROADACCID,DEATH,NBR,A,1977,110,
LUX,ROADACCID,DEATH,NBR,A,1978,102,
LUX,ROADACCID,DEATH,NBR,A,1979,90,
LUX,ROADACCID,DEATH,NBR,A,1980,98,
LUX,ROADACCID,DEATH,NBR,A,1981,100,
LUX,ROADACCID,DEATH,NBR,A,1982,75,
LUX,ROADACCID,DEATH,NBR,A,1983,85,
LUX,ROADACCID,DEATH,NBR,A,1984,70,
LUX,ROADACCID,DEATH,NBR,A,1985,79,
LUX,ROADACCID,DEATH,NBR,A,1986,79,
LUX,ROADACCID,DEATH,NBR,A,1987,68,
LUX,ROADACCID,DEATH,NBR,A,1988,84,
LUX,ROADACCID,DEATH,NBR,A,1989,66,
LUX,ROADACCID,DEATH,NBR,A,1990,71,
LUX,ROADACCID,DEATH,NBR,A,1991,83,
LUX,ROADACCID,DEATH,NBR,A,1992,69,
LUX,ROADACCID,DEATH,NBR,A,1993,78,
LUX,ROADACCID,DEATH,NBR,A,1994,66,
LUX,ROADACCID,DEATH,NBR,A,1995,70,
LUX,ROADACCID,DEATH,NBR,A,1996,71,
LUX,ROADACCID,DEATH,NBR,A,1997,60,
LUX,ROADACCID,DEATH,NBR,A,1998,57,
LUX,ROADACCID,DEATH,NBR,A,1999,58,
LUX,ROADACCID,DEATH,NBR,A,2000,76,
LUX,ROADACCID,DEATH,NBR,A,2001,70,
LUX,ROADACCID,DEATH,NBR,A,2002,62,
LUX,ROADACCID,DEATH,NBR,A,2003,53,
LUX,ROADACCID,DEATH,NBR,A,2004,50,
LUX,ROADACCID,DEATH,NBR,A,2005,47,
LUX,ROADACCID,DEATH,NBR,A,2006,43,
LUX,ROADACCID,DEATH,NBR,A,2007,46,
LUX,ROADACCID,DEATH,NBR,A,2008,35,
LUX,ROADACCID,DEATH,NBR,A,2009,48,
LUX,ROADACCID,DEATH,NBR,A,2010,32,
LUX,ROADACCID,DEATH,NBR,A,2011,33,E
